node_id,index,x,y,max_min_distance
126,126,492506.6271400986,5456783.755925907,884.3254441872737
164,164,489547.6374189219,5458054.43412362,884.3254441872737
183,183,489804.6429317967,5459746.953480509,884.3254441872737
237,237,490921.2472227928,5459102.915954755,884.3254441872737
270,270,492401.3108516194,5458503.672105958,884.3254441872737
409,409,491269.5805637527,5456419.033897416,884.3254441872737
579,579,488335.87423474446,5456083.310412964,884.3254441872737
599,599,491167.1712004157,5457697.415324089,884.3254441872737
768,768,488363.4813631936,5457098.140931205,884.3254441872737
775,775,489914.9829571688,5456661.278525031,884.3254441872737
