node_id,index,x,y,max_min_distance
35,35,662065.6486600426,3543528.6317469613,985.0153451223056
72,72,662685.5134689279,3541091.4185429816,985.0153451223056
82,82,661296.0671844854,3542378.518758164,985.0153451223056
104,104,663672.7128819404,3539516.641616632,985.0153451223056
186,186,664394.9229017993,3540497.8270708416,985.0153451223056
320,320,664075.1427442371,3543222.963665412,985.0153451223056
381,381,663202.7177632194,3542158.7989005013,985.0153451223056
390,390,660992.1721146769,3540569.137349419,985.0153451223056
416,416,661895.4876401874,3539327.4859503093,985.0153451223056
438,438,665169.4189551204,3542246.1203880887,985.0153451223056
