node_id,index,x,y,max_min_distance
1,1,333856.94034758926,6250385.802409575,363.5794580484025
8,8,333742.6186331125,6251151.324680952,363.5794580484025
31,31,333837.4765467783,6251802.76810804,363.5794580484025
35,35,334980.6085840198,6249980.935233702,363.5794580484025
45,45,335024.89922115585,6250636.793845162,363.5794580484025
66,66,334295.1382453864,6250933.719680965,363.5794580484025
73,73,334420.48459282005,6250297.956318494,363.5794580484025
89,89,334523.04690743453,6251563.999525582,363.5794580484025
103,103,335015.42231917416,6251140.884641293,363.5794580484025
111,111,334168.75660429004,6252318.773322973,363.5794580484025
