node_id,index,x,y,max_min_distance
30,30,565208.5989460315,5935462.600830766,536.5512413443606
124,124,564736.4976711206,5934774.634950661,536.5512413443606
180,180,565607.5689206827,5934637.97334695,536.5512413443606
209,209,564986.1853663257,5933782.860593892,536.5512413443606
216,216,563746.8467425506,5934976.973300568,536.5512413443606
238,238,563482.694256374,5934651.568808022,536.5512413443606
281,281,564173.2222227355,5933821.560903619,536.5512413443606
288,288,562336.8051905768,5933877.861023451,536.5512413443606
349,349,563183.5158529399,5933840.639997761,536.5512413443606
415,415,562818.6769546764,5934793.280717551,536.5512413443606
