node_id,index,x,y,max_min_distance
45,45,573302.845824889,2848426.006344493,835.7089083784424
70,70,573597.8916518273,2846821.310509549,835.7089083784424
165,165,570094.7355215595,2846800.607624556,835.7089083784424
255,255,568889.5781377816,2846796.061973766,835.7089083784424
277,277,571543.7086672598,2846866.9146131417,835.7089083784424
309,309,572014.21579612,2848514.12671982,835.7089083784424
511,511,568470.9830022694,2848217.9826399838,835.7089083784424
593,593,572533.8939636674,2847260.4234603667,835.7089083784424
614,614,570959.7496428558,2848218.088569781,835.7089083784424
678,678,569840.4656326163,2848321.084615129,835.7089083784424
