node_id,index,x,y,max_min_distance
64,64,286256.50167380547,4211500.914865674,1639.0314026753035
84,84,283561.37440817547,4211819.432927489,1639.0314026753035
150,150,281107.57544789807,4211821.695037347,1639.0314026753035
222,222,279191.0038998366,4214218.790722592,1639.0314026753035
311,311,279323.04579589504,4211685.04062458,1639.0314026753035
338,338,282076.59969286725,4209292.465091821,1639.0314026753035
357,357,279171.7933485762,4209725.464328192,1639.0314026753035
373,373,282078.5269927945,4214296.901718712,1639.0314026753035
493,493,285555.5520503328,4213884.048217678,1639.0314026753035
707,707,285363.68901899183,4209281.390135509,1639.0314026753035
