node_id,index,x,y,max_min_distance
21,21,272797.7409705351,3465228.64966278,816.5923934532576
67,67,275026.9568141595,3464924.8161379504,816.5923934532576
109,109,274567.1848327502,3468169.8413339173,816.5923934532576
127,127,272490.27347917634,3467938.690668323,816.5923934532576
175,175,273444.33397169295,3467943.648557899,816.5923934532576
199,199,274754.6395464555,3467248.677410467,816.5923934532576
223,223,273491.222800395,3466404.049501976,816.5923934532576
236,236,272279.09128632303,3466785.236206018,816.5923934532576
252,252,274650.07190951286,3465959.751207127,816.5923934532576
304,304,273487.73305383266,3464824.3782175225,816.5923934532576
