node_id,index,x,y,max_min_distance
24,24,332092.6056612572,6581588.327861602,511.00752499156994
41,41,333013.10704655823,6581657.58802225,511.00752499156994
74,74,333951.9955559664,6581702.592858007,511.00752499156994
134,134,333131.43695442635,6582182.682076454,511.00752499156994
205,205,334457.9135037083,6580829.894712011,511.00752499156994
232,232,332617.7723509468,6580776.818351085,511.00752499156994
300,300,333536.6160648223,6580791.371491614,511.00752499156994
317,317,334736.72332707763,6581158.9083354985,511.00752499156994
344,344,332342.48566696106,6582513.648291361,511.00752499156994
345,345,331741.5206740936,6582108.143894499,511.00752499156994
