node_id,index,x,y,max_min_distance
58,58,197386.48604842796,2495565.191237377,578.7985579931325
122,122,198185.19044733568,2494670.158195692,578.7985579931325
173,173,198286.3222357527,2495730.643713017,578.7985579931325
178,178,196252.324997392,2494611.833958531,578.7985579931325
199,199,198237.2852041463,2496466.9377956297,578.7985579931325
257,257,197159.14831224096,2494672.2227184423,578.7985579931325
269,269,197400.8662505584,2496626.693482862,578.7985579931325
307,307,196344.11604795043,2495535.777876831,578.7985579931325
321,321,196568.43548593225,2496399.9372283905,578.7985579931325
345,345,195707.3293499117,2496403.6271215184,578.7985579931325
