node_id,index,x,y,max_min_distance
6,6,382743.3046494355,4037390.943496014,811.5702903466502
12,12,381431.4467944888,4036443.080876692,811.5702903466502
24,24,382712.60030890064,4038016.292461796,811.5702903466502
37,37,383899.58385775815,4036525.635801292,811.5702903466502
38,38,384026.97662973055,4035076.061617801,811.5702903466502
45,45,382938.0362761707,4035741.581114297,811.5702903466502
80,80,381419.51219713385,4035565.131198037,811.5702903466502
83,83,383912.97618378047,4038008.6825608737,811.5702903466502
101,101,381531.921370831,4038026.1565553215,811.5702903466502
118,118,385100.2256434633,4035447.9972780114,811.5702903466502
