node_id,index,x,y,max_min_distance
4,4,447290.5163810294,4636437.821225084,411.4788691355768
14,14,448496.32894479646,4636454.902579255,411.4788691355768
31,31,447788.3779143402,4636158.469528658,411.4788691355768
46,46,447978.7030274368,4636872.33020191,411.4788691355768
60,60,447405.5764805949,4637143.220436276,411.4788691355768
88,88,448032.5129734311,4637421.584122457,411.4788691355768
95,95,448501.6836795693,4635886.019738626,411.4788691355768
104,104,447672.2975505664,4635621.754479073,411.4788691355768
111,111,448334.1591813988,4635248.0762967,411.4788691355768
125,125,448775.214320356,4637250.45239942,411.4788691355768
