node_id,index,x,y,max_min_distance
14,14,748579.3234553426,4055567.897136691,975.9332166930902
38,38,747956.0053135687,4057701.304270036,975.9332166930902
127,127,751414.4996507831,4054542.5469627217,975.9332166930902
137,137,750282.0940516962,4056585.815047401,975.9332166930902
163,163,749205.174410739,4054550.140738984,975.9332166930902
261,261,751983.356489881,4055567.182325139,975.9332166930902
264,264,750106.8620487349,4055880.492102804,975.9332166930902
268,268,747221.0479348341,4056037.6438520574,975.9332166930902
312,312,748942.1637430136,4057109.139554052,975.9332166930902
382,382,750359.3058955609,4053439.383626905,975.9332166930902
