node_id,index,x,y,max_min_distance
169,169,621320.46382055,3351029.6960821343,661.0297241288633
174,174,621578.5332254872,3351922.54414093,661.0297241288633
191,191,621441.130413183,3348887.6728091566,661.0297241288633
252,252,620835.3808150543,3350038.36874878,661.0297241288633
284,284,620495.0146314031,3351907.5435157926,661.0297241288633
301,301,621780.5530809646,3349974.8409629646,661.0297241288633
352,352,620530.1531062273,3349053.771253067,661.0297241288633
512,512,619753.8983151605,3349571.38218693,661.0297241288633
605,605,622482.1882365015,3351010.76977911,661.0297241288633
610,610,620100.7595565699,3350774.3128185254,661.0297241288633
