node_id,index,x,y,max_min_distance
21,21,694622.1756495388,3121521.99495173,506.9637006673257
48,48,693182.6629125414,3119906.451577164,506.9637006673257
109,109,693928.0148762384,3121515.948753042,506.9637006673257
121,121,693713.1561338822,3120911.4876228613,506.9637006673257
134,134,693070.6590591635,3121665.954840997,506.9637006673257
154,154,694918.4579071729,3120163.9500834243,506.9637006673257
163,163,694623.5439068977,3120751.378420291,506.9637006673257
179,179,694311.8705935495,3119430.05886636,506.9637006673257
184,184,693871.4033134214,3120207.6374212424,506.9637006673257
189,189,692862.3029547697,3120768.551990959,506.9637006673257
