node_id,index,x,y,max_min_distance
55,55,487289.6078387463,4285992.855898151,659.2469305920736
172,172,484852.7781807326,4285558.4914386,659.2469305920736
176,176,484969.2079723548,4284279.447448749,659.2469305920736
209,209,486061.0108047265,4286186.93906405,659.2469305920736
315,315,488169.9831866527,4286261.690580828,659.2469305920736
409,409,487227.0789690649,4284436.718576136,659.2469305920736
427,427,485949.1915096738,4284400.459190063,659.2469305920736
615,615,486831.1767100353,4285398.300949899,659.2469305920736
637,637,485600.133085202,4285534.190404993,659.2469305920736
927,927,488083.9076603008,4284988.683343296,659.2469305920736
