node_id,index,x,y,max_min_distance
113,113,714597.6511068959,3962147.391947515,749.2580891826738
357,357,711626.2543994025,3963698.154529744,749.2580891826738
410,410,713287.9768257379,3961484.3550718017,749.2580891826738
421,421,714475.6982711887,3963422.8051842656,749.2580891826738
453,453,712484.1634568279,3962650.009953307,749.2580891826738
472,472,712328.2997758458,3961611.6001156224,749.2580891826738
486,486,711075.4030709917,3962535.3913196726,749.2580891826738
521,521,713639.5469918981,3962628.914246316,749.2580891826738
597,597,714368.5154766412,3961152.2455304223,749.2580891826738
751,751,713057.7092215382,3963948.3918666807,749.2580891826738
