node_id,index,x,y,max_min_distance
4,4,325143.5620488759,4307628.495271332,313.84087214346977
12,12,325226.26424491906,4306732.329326564,313.84087214346977
17,17,323990.05768892285,4307344.17867583,313.84087214346977
26,26,323919.2856645152,4307926.565889201,313.84087214346977
47,47,324928.48401851865,4307044.470868414,313.84087214346977
51,51,324571.47530376725,4307454.481317646,313.84087214346977
75,75,324671.23171838926,4307903.680835531,313.84087214346977
86,86,324227.2222628374,4307913.075274675,313.84087214346977
90,90,324477.17381318926,4307198.353319767,313.84087214346977
115,115,325500.8058135378,4307175.527341619,313.84087214346977
