node_id,index,x,y,max_min_distance
1,1,559462.0438731391,4317445.936389265,567.6538897196056
12,12,557732.9409299823,4318990.955792617,567.6538897196056
25,25,560594.8383641617,4318599.388837331,567.6538897196056
35,35,559563.8444101079,4319078.297149074,567.6538897196056
37,37,558163.9659125062,4318192.039344589,567.6538897196056
46,46,558409.031841378,4317189.536585788,567.6538897196056
87,87,558627.8589682715,4315659.49971011,567.6538897196056
91,91,558782.7326957763,4316448.717963917,567.6538897196056
108,108,558730.5903061101,4319067.02877615,567.6538897196056
113,113,559561.9920801019,4318098.8330126265,567.6538897196056
