node_id,index,x,y,max_min_distance
39,39,533855.7041702488,4625093.538468608,991.8041182601032
59,59,534982.4683543537,4625160.998671649,991.8041182601032
86,86,535705.81342032,4627340.766326547,991.8041182601032
268,268,536521.0762929667,4625740.122589177,991.8041182601032
292,292,536337.9463227075,4629200.026203784,991.8041182601032
376,376,533137.7640468715,4627774.3761469005,991.8041182601032
454,454,534590.6669532945,4626772.467200382,991.8041182601032
497,497,534570.6293010091,4628698.926706392,991.8041182601032
500,500,536805.2515245744,4627371.850745953,991.8041182601032
534,534,532823.2478831465,4626100.827276576,991.8041182601032
