node_id,index,x,y,max_min_distance
6,6,360351.623344257,4349799.36665327,316.3819792490899
10,10,361129.1931877708,4350470.528571097,316.3819792490899
16,16,360730.7077868935,4349330.755474568,316.3819792490899
33,33,360719.4474726928,4349948.875576844,316.3819792490899
53,53,360695.1314299773,4350592.131557355,316.3819792490899
92,92,360335.4556042111,4350259.6051043365,316.3819792490899
107,107,361253.6566277212,4350039.086227849,316.3819792490899
145,145,360326.57051464176,4350647.483234528,316.3819792490899
152,152,361735.621385874,4349717.896614805,316.3819792490899
154,154,361147.2739989319,4349161.619374457,316.3819792490899
