node_id,index,x,y,max_min_distance
78,78,691654.3420143231,5335918.339174578,620.5558221035682
90,90,691888.2794230175,5337057.973682299,620.5558221035682
150,150,691003.4224134071,5335269.370242137,620.5558221035682
165,165,691017.6655919992,5336910.673580132,620.5558221035682
280,280,689933.196859697,5337276.625938541,620.5558221035682
318,318,689718.1305951369,5336151.560377398,620.5558221035682
378,378,688607.6896299397,5335740.569583759,620.5558221035682
389,389,690577.2801160858,5336329.802876676,620.5558221035682
463,463,688862.7390781384,5336880.450974491,620.5558221035682
497,497,689898.7753442219,5335309.484057003,620.5558221035682
