node_id,index,x,y,max_min_distance
2,2,390128.41151679226,5819717.471233751,311.89993399818997
16,16,390266.4931736381,5819245.349020148,311.89993399818997
26,26,390700.49970604246,5819414.801871799,311.89993399818997
33,33,389802.7621466978,5819088.758141852,311.89993399818997
63,63,390861.7948411338,5819032.910298108,311.89993399818997
66,66,390658.32274207694,5819953.465405936,311.89993399818997
78,78,391103.6833695366,5819798.23833458,311.89993399818997
81,81,390878.425650447,5820325.3724584645,311.89993399818997
92,92,391598.4061476217,5819680.3168870425,311.89993399818997
101,101,391424.4282140272,5819292.378541847,311.89993399818997
