node_id,index,x,y,max_min_distance
6,6,269778.8418158003,2772692.3222965538,801.4396198763685
9,9,270383.80898403906,2771973.011438796,801.4396198763685
24,24,268025.51150994864,2770383.0510747912,801.4396198763685
63,63,267573.1983161127,2772526.356850586,801.4396198763685
66,66,268574.37732137606,2772942.553779588,801.4396198763685
123,123,269006.6341790191,2771637.7862908468,801.4396198763685
143,143,267485.92104865104,2771388.6408381965,801.4396198763685
262,262,270127.5663740634,2770509.9579763827,801.4396198763685
270,270,268974.918978454,2770347.22554829,801.4396198763685
328,328,271273.6797483221,2771122.614352019,801.4396198763685
