node_id,index,x,y,max_min_distance
69,69,426257.2371648016,4765525.196761355,822.0740018874835
189,189,426846.5101300249,4766689.7025623135,822.0740018874835
250,250,423568.4976944362,4763933.301467769,822.0740018874835
273,273,425890.7666099285,4764482.540060909,822.0740018874835
380,380,425533.3136829985,4766753.483885386,822.0740018874835
410,410,424139.24951212783,4766630.750267602,822.0740018874835
417,417,423209.2186513199,4766494.330363508,822.0740018874835
724,724,424844.2245622629,4764373.049947144,822.0740018874835
738,738,423417.6543918741,4765186.989019265,822.0740018874835
821,821,424788.7854887064,4765382.2203383325,822.0740018874835
