node_id,index,x,y,max_min_distance
21,21,525907.3191362508,5702425.404228872,612.5938916011884
33,33,528675.3568979144,5700363.205478473,612.5938916011884
99,99,526909.667189759,5701901.957233834,612.5938916011884
130,130,526241.0603618781,5701079.054388561,612.5938916011884
193,193,527724.394788923,5700291.964213041,612.5938916011884
474,474,527304.626026786,5700860.368023018,612.5938916011884
508,508,527670.4828132457,5701904.092012694,612.5938916011884
580,580,526529.3109163463,5700111.153541646,612.5938916011884
598,598,528438.3640033107,5702165.912726366,612.5938916011884
716,716,528436.3115666779,5701220.647204948,612.5938916011884
