node_id,index,x,y,max_min_distance
11,11,187351.165151091,8249025.794456167,737.4663713368062
138,138,189862.7634468709,8251647.851015365,737.4663713368062
190,190,189447.5045512405,8250369.095939156,737.4663713368062
199,199,190632.116393589,8251716.628006954,737.4663713368062
328,328,188258.94245313495,8249916.727262704,737.4663713368062
440,440,190544.2798980386,8250600.241005016,737.4663713368062
613,613,186511.16519589827,8248221.5332901105,737.4663713368062
632,632,188101.4972171184,8248589.805522259,737.4663713368062
634,634,186984.7156806324,8247582.7902840655,737.4663713368062
665,665,189215.74816226016,8249471.103376456,737.4663713368062
