node_id,index,x,y,max_min_distance
82,82,317503.2269614141,5154101.714475287,687.2614719483632
85,85,318768.1218104712,5154608.620349084,687.2614719483632
133,133,319386.72804350883,5155253.093339116,687.2614719483632
295,295,317532.4880709555,5155139.795518885,687.2614719483632
346,346,318352.28133578075,5153534.65486603,687.2614719483632
407,407,315568.378535977,5154899.279131106,687.2614719483632
411,411,316639.2783175105,5154517.468852946,687.2614719483632
432,432,316515.1197722983,5155804.854128972,687.2614719483632
472,472,318299.0909840857,5155832.026903363,687.2614719483632
607,607,317390.8841465246,5156456.340181776,687.2614719483632
