node_id,index,x,y,max_min_distance
62,62,708042.0480544684,3628550.621616919,602.1700699269511
73,73,706995.7727732492,3629265.054438767,602.1700699269511
85,85,708514.0262823228,3627952.469444769,602.1700699269511
99,99,706983.4116362353,3628205.801679209,602.1700699269511
196,196,706461.7681337029,3630204.287787589,602.1700699269511
215,215,708938.6588967148,3629097.232464696,602.1700699269511
302,302,708063.4792539196,3629444.115133641,602.1700699269511
358,358,706046.926436666,3628691.49169377,602.1700699269511
376,376,705885.3926069988,3629293.522884133,602.1700699269511
408,408,707450.581500351,3627555.476570634,602.1700699269511
