node_id,index,x,y,max_min_distance
113,113,324049.7261907255,2787120.056160994,714.4253193073715
165,165,324678.4563025711,2788134.609818519,714.4253193073715
239,239,325714.5900024605,2789868.518367907,714.4253193073715
327,327,324541.0942335643,2790382.835957223,714.4253193073715
359,359,324069.9465690298,2789378.2820220846,714.4253193073715
393,393,323481.5928913772,2788577.9785799338,714.4253193073715
401,401,323044.3667099816,2787936.7250387166,714.4253193073715
455,455,325298.2900449926,2789170.344881881,714.4253193073715
506,506,326186.5939065808,2790615.5403489424,714.4253193073715
526,526,326815.4814876803,2791373.783903125,714.4253193073715
