node_id,index,x,y,max_min_distance
2,2,605659.4667264451,4262025.036994536,726.7710619464865
8,8,608521.9524186295,4264926.810151513,726.7710619464865
12,12,607659.853053636,4263714.087889819,726.7710619464865
13,13,608873.3922451452,4263122.864908909,726.7710619464865
24,24,608198.3007991822,4261949.663558578,726.7710619464865
31,31,607236.9670712607,4264958.908518427,726.7710619464865
52,52,606374.0973965956,4264428.003668034,726.7710619464865
79,79,606851.3760018379,4261990.070885366,726.7710619464865
80,80,605630.5606211221,4263090.188093482,726.7710619464865
116,116,609212.7840464849,4264894.836984107,726.7710619464865
