node_id,index,x,y,max_min_distance
3,3,543744.3623178706,4856664.274193354,794.9732526188429
23,23,544515.5640595772,4859516.223266162,794.9732526188429
44,44,546157.8267471282,4856939.240813662,794.9732526188429
46,46,546204.578433533,4858008.460202981,794.9732526188429
79,79,544871.0199301576,4856690.824517687,794.9732526188429
107,107,542496.877369528,4858807.194020895,794.9732526188429
133,133,545786.2728700264,4858880.251579636,794.9732526188429
153,153,545623.3544758667,4860064.54930534,794.9732526188429
175,175,544381.5752747575,4857922.27339056,794.9732526188429
251,251,542819.7787370798,4857867.50415984,794.9732526188429
