node_id,index,x,y,max_min_distance
24,24,266443.24278334936,3994586.508095911,347.07254119950943
40,40,265282.6462754377,3995454.597653103,347.07254119950943
54,54,266281.5999212364,3995277.4551378754,347.07254119950943
60,60,265813.2835444023,3994473.1573012974,347.07254119950943
72,72,265829.3998241477,3995013.5228790087,347.07254119950943
101,101,265484.88513637846,3995738.037057395,347.07254119950943
108,108,265815.70617005054,3995604.616615143,347.07254119950943
126,126,266792.5583433498,3995024.4316786495,347.07254119950943
129,129,265106.4919805961,3994271.486730883,347.07254119950943
144,144,265323.93690341566,3994846.12849163,347.07254119950943
