node_id,index,x,y,max_min_distance
19,19,635596.1064244205,4186401.117284995,538.6636124843978
64,64,635826.6516294712,4185523.426233351,538.6636124843978
68,68,635766.0315639022,4184273.5536699626,538.6636124843978
71,71,633891.4206628392,4186257.732448943,538.6636124843978
78,78,634730.3920579642,4186249.652898154,538.6636124843978
90,90,633861.3586550548,4184433.670031184,538.6636124843978
93,93,634673.8356910144,4183966.428220302,538.6636124843978
115,115,634562.90157981,4184831.073486765,538.6636124843978
139,139,634178.5524568311,4185385.3788981545,538.6636124843978
142,142,635658.2171842568,4184818.477252974,538.6636124843978
