node_id,index,x,y,max_min_distance
5,5,286910.5686164937,1610467.6330114112,580.3227134347757
119,119,287965.58930545,1610848.6944090498,580.3227134347757
134,134,286261.2840958192,1611316.1838183815,580.3227134347757
196,196,285878.22367188655,1610407.6446156895,580.3227134347757
199,199,286173.09647744935,1609641.590799168,580.3227134347757
219,219,287782.55269206373,1610098.9429384104,580.3227134347757
325,325,285267.4188358127,1611119.086897504,580.3227134347757
405,405,287211.434427307,1611573.2143091902,580.3227134347757
415,415,287232.4114344247,1609499.2281994924,580.3227134347757
701,701,286293.8892819107,1608845.394507251,580.3227134347757
