node_id,index,x,y,max_min_distance
1,1,208657.82261892155,2466161.9786243737,409.139486133436
38,38,206652.4290491,2466688.326086083,409.139486133436
48,48,207141.8146846084,2466234.459063196,409.139486133436
84,84,209207.6442077513,2466349.9165701573,409.139486133436
89,89,206888.15300318637,2467337.486159288,409.139486133436
111,111,207437.52462300143,2466775.3158952403,409.139486133436
151,151,206138.6904694053,2467128.6305935504,409.139486133436
189,189,207937.8271042381,2466363.867451845,409.139486133436
386,386,209086.6657461834,2466760.196529133,409.139486133436
410,410,208208.79447756847,2466761.64102656,409.139486133436
