node_id,index,x,y,max_min_distance
90,90,279182.3559067182,5120401.806548546,438.9921238800468
159,159,279850.8318017508,5120543.814965453,438.9921238800468
193,193,281184.6375991953,5119992.845008379,438.9921238800468
228,228,280186.87490256137,5119769.759595596,438.9921238800468
239,239,280460.91088898026,5120228.901172712,438.9921238800468
266,266,279765.0459459347,5119230.47103552,438.9921238800468
341,341,280922.72428673704,5119501.724030565,438.9921238800468
358,358,280433.96518419473,5118855.253847761,438.9921238800468
376,376,279325.81966045586,5119920.438563262,438.9921238800468
439,439,278686.6897460698,5120410.835661893,438.9921238800468
