node_id,index,x,y,max_min_distance
133,133,513168.213250878,5035930.238866849,733.1704065384936
271,271,514553.5653676733,5033333.848500103,733.1704065384936
315,315,515806.9152536678,5034869.747270005,733.1704065384936
426,426,513173.069545745,5034698.827554569,733.1704065384936
470,470,515848.3236384521,5033564.461447185,733.1704065384936
618,618,515638.3693874935,5035964.710822955,733.1704065384936
665,665,514653.0123947893,5034295.122922096,733.1704065384936
679,679,514482.8191325126,5035065.445793781,733.1704065384936
733,733,514551.5566739458,5036347.728617249,733.1704065384936
799,799,513340.3705711985,5033660.402998582,733.1704065384936
