node_id,index,x,y,max_min_distance
7,7,741284.9670454472,4206741.98991613,219.2076753371929
11,11,740208.3689967646,4206913.753290291,219.2076753371929
28,28,740298.8878295503,4206743.876242677,219.2076753371929
41,41,740688.8522650967,4206803.899404029,219.2076753371929
44,44,740139.350898257,4206479.8075579,219.2076753371929
51,51,741167.9311854852,4206703.295122691,219.2076753371929
92,92,740593.2017377702,4207101.656785931,219.2076753371929
106,106,740820.2645723188,4206276.818496255,219.2076753371929
111,111,740916.4652871604,4206483.417103684,219.2076753371929
119,119,740937.684830529,4207000.772161678,219.2076753371929
