node_id,index,x,y,max_min_distance
118,118,321645.4601774403,4159357.4629777167,533.9784551489985
127,127,321662.1861484436,4160212.336832248,533.9784551489985
164,164,324143.9696749756,4160160.037426425,533.9784551489985
192,192,325171.5298190407,4160161.8611893775,533.9784551489985
412,412,322429.7439265604,4160417.428455689,533.9784551489985
423,423,322212.1541087059,4159406.068734398,533.9784551489985
536,536,323314.45228135923,4160258.3488996127,533.9784551489985
617,617,324957.9084836555,4159566.076975652,533.9784551489985
739,739,323860.7904242504,4159384.00979188,533.9784551489985
852,852,322921.7694380358,4159442.9189110743,533.9784551489985
