node_id,index,x,y,max_min_distance
1,1,235807.1668016096,3389663.209363216,819.9375258770198
41,41,236716.5300367857,3387225.6400390305,819.9375258770198
55,55,234887.47929198455,3387089.526184039,819.9375258770198
58,58,235667.3049934813,3386979.266045266,819.9375258770198
89,89,233692.87591605788,3387191.2956089024,819.9375258770198
245,245,234292.17567195356,3389390.868126184,819.9375258770198
250,250,237036.4108706914,3390008.9473984013,819.9375258770198
262,262,235769.4864575042,3388528.611049846,819.9375258770198
292,292,234413.40122941247,3388534.110289773,819.9375258770198
301,301,237269.76179216307,3388741.7809514245,819.9375258770198
