node_id,index,x,y,max_min_distance
42,42,525907.2878320138,5040491.445935634,625.6228964812605
266,266,525263.9804530019,5041268.072015695,625.6228964812605
429,429,523995.2842161858,5040523.149331127,625.6228964812605
491,491,526575.269591031,5040624.782460712,625.6228964812605
510,510,524019.8682893124,5041468.683094013,625.6228964812605
525,525,526657.6821945969,5039593.91924129,625.6228964812605
591,591,524826.9211944871,5040176.43220067,625.6228964812605
707,707,524815.0591964951,5041413.363741444,625.6228964812605
917,917,525101.208604106,5039433.115339802,625.6228964812605
926,926,526496.9954623282,5041582.16223054,625.6228964812605
