node_id,index,x,y,max_min_distance
1,1,685946.7431858528,4861778.4748287015,356.37624944368696
32,32,686535.613509517,4862359.7924071,356.37624944368696
37,37,686903.6692966855,4861978.176429217,356.37624944368696
52,52,685953.575297954,4862618.354636568,356.37624944368696
98,98,686177.1615623557,4862247.715243088,356.37624944368696
103,103,685362.8204107886,4861308.822821196,356.37624944368696
114,114,685262.4485501784,4861888.876383273,356.37624944368696
127,127,685418.4415326336,4862235.193841909,356.37624944368696
136,136,685972.8446222745,4861137.934754927,356.37624944368696
145,145,686467.5843052615,4861517.511066102,356.37624944368696
