node_id,index,x,y,max_min_distance
2,2,651316.2198263813,3271545.8050053683,589.3268276764271
35,35,651921.5559387396,3270326.433109218,589.3268276764271
89,89,653127.9690638048,3271555.913532354,589.3268276764271
134,134,650943.9877960293,3270738.487251995,589.3268276764271
141,141,651322.0885393503,3273398.171753277,589.3268276764271
158,158,652035.439557199,3272462.947842617,589.3268276764271
189,189,652301.0626102497,3272945.7892767447,589.3268276764271
202,202,651384.8384324075,3272778.01336868,589.3268276764271
252,252,652096.9662342224,3271146.609578586,589.3268276764271
269,269,653067.3269315211,3270563.0716819805,589.3268276764271
