node_id,index,x,y,max_min_distance
42,42,731083.4608701491,2887783.195977904,506.9964824087233
46,46,729060.6785250545,2887887.477605582,506.9964824087233
67,67,730719.9888424744,2888645.833622002,506.9964824087233
77,77,729522.7958837542,2888793.2008692217,506.9964824087233
88,88,728811.425607782,2888886.6404768,506.9964824087233
104,104,730138.4232684942,2889317.6073999912,506.9964824087233
118,118,729553.6792567568,2887333.607253313,506.9964824087233
127,127,730032.833198804,2888168.8766682446,506.9964824087233
162,162,730419.3740335465,2887564.965677112,506.9964824087233
165,165,731190.8873242219,2889362.384299764,506.9964824087233
