node_id,index,x,y,max_min_distance
30,30,229036.00898376177,2520907.785827494,733.8504434126925
39,39,230173.84451685732,2521683.24724977,733.8504434126925
65,65,230424.34532244207,2520919.286820684,733.8504434126925
116,116,232511.28163559345,2519693.006321332,733.8504434126925
130,130,229896.0877764728,2519725.240375533,733.8504434126925
158,158,231026.7756097073,2519584.3306974587,733.8504434126925
160,160,231617.1628996245,2518564.481629044,733.8504434126925
228,228,230399.08927008923,2518403.3091237918,733.8504434126925
235,235,229237.94046229764,2518162.117892219,733.8504434126925
289,289,231626.9477771194,2520657.507707164,733.8504434126925
