node_id,index,x,y,max_min_distance
8,8,550204.3166822966,5272999.216174129,342.29926354511696
28,28,549172.2814006412,5273610.512912888,342.29926354511696
43,43,549657.4524784049,5273974.04893868,342.29926354511696
93,93,550241.683860743,5273858.662364235,342.29926354511696
110,110,550919.3696036572,5272787.404373022,342.29926354511696
119,119,549848.5923013804,5272552.496187608,342.29926354511696
147,147,550370.5662655485,5272548.986896334,342.29926354511696
149,149,549453.1013968949,5273114.033589372,342.29926354511696
207,207,549866.4724524576,5273355.1508066505,342.29926354511696
223,223,550570.6230073688,5273339.154063991,342.29926354511696
