node_id,index,x,y,max_min_distance
51,51,382562.1260341896,5201656.157284533,454.4751903589487
66,66,382163.5288116353,5202421.467196397,454.4751903589487
72,72,383425.5721511051,5201457.919340078,454.4751903589487
85,85,382886.6009314063,5200876.8807728505,454.4751903589487
96,96,382044.0395034664,5201168.412631442,454.4751903589487
127,127,383452.3947948802,5202842.009320618,454.4751903589487
134,134,382939.2798953968,5202235.658549362,454.4751903589487
166,166,383931.7092967425,5202005.431242849,454.4751903589487
174,174,381742.9966550292,5201779.982811262,454.4751903589487
180,180,384036.1575709554,5201600.692715544,454.4751903589487
