node_id,index,x,y,max_min_distance
0,0,545495.8788228655,3836837.350556212,244.37410872982
16,16,545432.0290365934,3837676.7065583263,244.37410872982
53,53,545116.1179009204,3837116.23704806,244.37410872982
78,78,544790.1486503507,3837683.425936748,244.37410872982
83,83,544763.7878190571,3837286.1187009,244.37410872982
104,104,545102.4221038461,3837615.494345914,244.37410872982
153,153,545215.5346775297,3836683.149001784,244.37410872982
198,198,544736.6163916155,3836707.773014992,244.37410872982
201,201,544839.7188268111,3836959.5044487454,244.37410872982
279,279,545368.8303485172,3837262.725836743,244.37410872982
