node_id,index,x,y,max_min_distance
6,6,410480.9281908819,3380028.4795439662,668.0336640504026
10,10,411315.61207637686,3380123.03794887,668.0336640504026
52,52,408298.5454254917,3380559.6016436955,668.0336640504026
64,64,409291.3349106465,3379529.5733310077,668.0336640504026
74,74,410988.0682509675,3381548.2325476087,668.0336640504026
94,94,410531.2097110765,3378978.8149375618,668.0336640504026
101,101,409493.7190564292,3380703.5953668817,668.0336640504026
140,140,408549.0103194698,3381679.5114953783,668.0336640504026
151,151,409872.57022511633,3381208.9167039404,668.0336640504026
171,171,408315.8182077771,3379325.722126128,668.0336640504026
