node_id,index,x,y,max_min_distance
16,16,550420.5865464117,3254350.2684879336,587.9184792096213
98,98,550284.19837808,3256299.285507596,587.9184792096213
102,102,549624.1793855805,3256489.266801509,587.9184792096213
177,177,548537.624445005,3253943.478234844,587.9184792096213
194,194,549540.0908202591,3253582.2839526613,587.9184792096213
244,244,549982.2189147964,3255317.2841401696,587.9184792096213
281,281,548906.8797521864,3255194.9222217347,587.9184792096213
285,285,549276.6677045242,3254396.4921039115,587.9184792096213
329,329,550287.1518537721,3253220.8267241493,587.9184792096213
344,344,549109.1049367088,3255850.8039706065,587.9184792096213
