node_id,index,x,y,max_min_distance
50,50,611198.9346317298,2708596.070773161,1027.4536117858236
135,135,608939.496403932,2706232.6319032083,1027.4536117858236
169,169,611874.132734867,2707392.017135709,1027.4536117858236
184,184,613166.0102466275,2708763.466410938,1027.4536117858236
290,290,609418.5203853851,2709469.0651434204,1027.4536117858236
338,338,612135.7889301026,2710021.429373249,1027.4536117858236
487,487,610300.2613368706,2706754.916900508,1027.4536117858236
496,496,609245.2535996652,2708093.602351577,1027.4536117858236
542,542,613388.2708842235,2710310.4964428167,1027.4536117858236
557,557,613432.4973951342,2707737.757707568,1027.4536117858236
