node_id,index,x,y,max_min_distance
25,25,600356.698844469,4134487.457266455,772.795900834761
41,41,598373.1353267785,4132801.666007644,772.795900834761
56,56,598874.671903191,4131759.2540078526,772.795900834761
68,68,599939.9432268086,4132611.6341715953,772.795900834761
144,144,599518.5942978578,4133726.301173608,772.795900834761
254,254,598750.1849608301,4134985.3223274914,772.795900834761
271,271,598109.1280408356,4133644.0792551534,772.795900834761
390,390,600996.2879825984,4133240.944905653,772.795900834761
515,515,597356.3450380054,4134460.001891488,772.795900834761
522,522,597814.1538457283,4135385.662309189,772.795900834761
