node_id,index,x,y,max_min_distance
110,110,596165.0133107561,6643203.693007497,717.2276330951057
191,191,597392.4668675519,6642641.740430524,717.2276330951057
237,237,596816.0988080649,6645037.548189582,717.2276330951057
254,254,598579.2570740747,6643814.204653422,717.2276330951057
455,455,599110.364344363,6642937.557229408,717.2276330951057
533,533,598868.344294207,6644733.941349129,717.2276330951057
587,587,597268.3911360833,6643788.642845346,717.2276330951057
619,619,598455.4773610217,6642821.329788969,717.2276330951057
732,732,597679.8751669582,6644902.026350399,717.2276330951057
757,757,595962.9267114453,6644177.463853545,717.2276330951057
