node_id,index,x,y,max_min_distance
0,0,501275.3324127088,4398907.103694599,351.5642201812174
17,17,501297.7336527584,4399442.039817737,351.5642201812174
44,44,500202.4081994976,4400351.846618668,351.5642201812174
56,56,500603.97268592194,4398729.3841264695,351.5642201812174
70,70,500829.78374289005,4399935.160654594,351.5642201812174
79,79,500642.0161130348,4399298.719343612,351.5642201812174
87,87,501363.2840720265,4400024.846488841,351.5642201812174
105,105,500193.21005176654,4399745.161193026,351.5642201812174
137,137,500072.6402541866,4399046.2235875055,351.5642201812174
150,150,500841.5653053096,4400543.850602173,351.5642201812174
