node_id,index,x,y,max_min_distance
226,226,346615.46565961867,6299153.929761995,725.1285281827414
279,279,345539.31190927536,6297483.403655821,725.1285281827414
420,420,344573.02314781246,6296956.791362375,725.1285281827414
462,462,346640.3141368838,6298044.329129249,725.1285281827414
475,475,347912.11448637245,6297650.2412110185,725.1285281827414
511,511,344431.30434416875,6298903.051337636,725.1285281827414
530,530,344442.7023665876,6297960.719695923,725.1285281827414
650,650,346669.35488807363,6296999.367741885,725.1285281827414
710,710,345484.26920186554,6298740.231343085,725.1285281827414
742,742,347727.2074591662,6298901.959173543,725.1285281827414
