node_id,index,x,y,max_min_distance
15,15,313651.2787605995,5426771.009795939,332.1898875998057
25,25,313920.8536849197,5428507.871670788,332.1898875998057
43,43,314214.07126103505,5428216.444626193,332.1898875998057
44,44,314323.7984261227,5426512.532956027,332.1898875998057
65,65,314103.2991946588,5429014.976166157,332.1898875998057
69,69,313834.90194842726,5427684.637504556,332.1898875998057
81,81,313427.44297384657,5426480.641377784,332.1898875998057
88,88,313895.53195544484,5426083.173066576,332.1898875998057
95,95,313676.22372259374,5428117.190324766,332.1898875998057
98,98,313730.4275440766,5427202.636313193,332.1898875998057
