node_id,index,x,y,max_min_distance
51,51,485980.1372852163,4421886.39571217,567.8640123116303
56,56,486863.5843128372,4423057.368386842,567.8640123116303
234,234,486661.5662177829,4422035.071123434,567.8640123116303
243,243,484987.546693234,4422310.031446192,567.8640123116303
315,315,485909.8020359076,4423494.863075929,567.8640123116303
320,320,487709.0976320775,4423165.360307401,567.8640123116303
339,339,487702.2816459104,4422595.00921805,567.8640123116303
346,346,487463.7944517689,4421700.185862901,567.8640123116303
358,358,485917.1046572292,4422732.449034049,567.8640123116303
413,413,485043.7703768108,4423267.197493024,567.8640123116303
