node_id,index,x,y,max_min_distance
1,1,270689.26705202844,2102940.504521932,1067.6213260777788
31,31,270482.3879968974,2103942.21605418,1067.6213260777788
52,52,272416.67085503973,2103942.0168123343,1067.6213260777788
144,144,272890.1654624853,2105817.8931637923,1067.6213260777788
210,210,273010.05737480905,2107398.208147199,1067.6213260777788
280,280,271278.68310454814,2110084.00280324,1067.6213260777788
348,348,272970.24432331225,2110663.4582287166,1067.6213260777788
439,439,272356.2795929891,2111724.986843795,1067.6213260777788
554,554,271118.9321215361,2108168.495026898,1067.6213260777788
862,862,272865.3912863565,2109010.787472267,1067.6213260777788
