node_id,index,x,y,max_min_distance
10,10,549866.5654570829,5925728.857671722,266.9399362332509
15,15,549316.9733618086,5925580.228061404,266.9399362332509
51,51,550713.8433080489,5926064.402405537,266.9399362332509
76,76,550682.6975780585,5925688.263537837,266.9399362332509
106,106,550245.2008818462,5925929.994778049,266.9399362332509
120,120,549479.5791548905,5925145.80834361,266.9399362332509
128,128,549598.390924146,5925954.011035143,266.9399362332509
145,145,549757.3470823929,5925306.854869895,266.9399362332509
146,146,550267.4908406497,5925513.015950897,266.9399362332509
185,185,549921.0849072951,5926248.896160577,266.9399362332509
