node_id,index,x,y,max_min_distance
4,4,693680.0176635075,4794658.777637308,709.2431669495738
46,46,693032.2018331601,4795806.535131032,709.2431669495738
341,341,693827.4933315697,4796569.973381952,709.2431669495738
434,434,694169.4742740724,4795453.357256663,709.2431669495738
530,530,695002.22679204,4796580.261848655,709.2431669495738
606,606,695729.2877027984,4797120.472845091,709.2431669495738
688,688,696198.0825398888,4795937.451194374,709.2431669495738
764,764,696499.4284488695,4794852.847485852,709.2431669495738
812,812,694867.3741473433,4794457.250627525,709.2431669495738
835,835,695227.3075922016,4795136.554547288,709.2431669495738
