node_id,index,x,y,max_min_distance
131,131,426071.2218658294,4514161.222157504,987.0719260640551
158,158,425871.2300665106,4512318.368464068,987.0719260640551
213,213,424323.4844198955,4515089.525887267,987.0719260640551
234,234,421439.1724212151,4515021.496265257,987.0719260640551
264,264,421541.1558244071,4512119.714414981,987.0719260640551
497,497,422872.8772909756,4514279.383390857,987.0719260640551
784,784,422895.5601171272,4512525.011208048,987.0719260640551
801,801,421256.4918035968,4513581.078086841,987.0719260640551
835,835,424289.2015689316,4511721.870538362,987.0719260640551
845,845,424552.9315148616,4513463.212624444,987.0719260640551
