node_id,index,x,y,max_min_distance
5,5,320279.52693492454,5812672.519653441,578.5912438258076
41,41,320984.3199711809,5814113.957391657,578.5912438258076
79,79,320791.4566505854,5815174.665248308,578.5912438258076
96,96,319376.9111364128,5814071.229698855,578.5912438258076
233,233,319833.12323812593,5814777.675676929,578.5912438258076
270,270,321673.3107475709,5814957.959057089,578.5912438258076
302,302,321783.1087611506,5813896.642300724,578.5912438258076
366,366,319352.91069839697,5813174.815288479,578.5912438258076
456,456,320272.88251513534,5813734.12791129,578.5912438258076
531,531,321097.1349608618,5812993.935798747,578.5912438258076
