node_id,index,x,y,max_min_distance
51,51,401792.1828687368,3700330.637013439,719.3399303710662
126,126,402436.36985136033,3702634.160757505,719.3399303710662
135,135,400166.61211298953,3702647.7795495344,719.3399303710662
149,149,399963.3603867287,3700596.064126991,719.3399303710662
154,154,399955.7650609064,3701734.382532737,719.3399303710662
227,227,402215.811605776,3701362.616791271,719.3399303710662
248,248,401294.7894509332,3702108.7346463487,719.3399303710662
307,307,403129.6488863218,3700650.566434941,719.3399303710662
356,356,403437.3330908148,3701984.616929662,719.3399303710662
404,404,400973.963358133,3700815.385530149,719.3399303710662
