node_id,index,x,y,max_min_distance
121,121,514241.2585224526,3897340.538171276,838.4186242790644
186,186,513771.9210206068,3895986.053866353,838.4186242790644
272,272,512678.5264784685,3897054.089694423,838.4186242790644
319,319,515845.0325932248,3897561.5195933753,838.4186242790644
364,364,516394.0561375202,3897211.652801836,838.4186242790644
390,390,513257.31724250485,3898446.134999733,838.4186242790644
520,520,514937.0303687021,3898628.9022349743,838.4186242790644
650,650,515232.93600000703,3896183.082003052,838.4186242790644
794,794,513739.56990184536,3899508.254182359,838.4186242790644
818,818,511983.80318479537,3897898.6923038857,838.4186242790644
